Transaction Number,Transaction Date,Property ID,Transaction Type,Transaction sub type,Registration type,Is Free Hold?,Usage,Area,Property Type,Property Sub Type,Amount,Transaction Size (sq.m),Property Size (sq.m),Room(s),Floor,Parking,Nearest Metro,Nearest Mall,Nearest Landmark,No. of Buyer,No. of Seller,Master Project,Project
"102-1596-2010","2007-09-20 00:00:00","16221458","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Me'Aisem First","Unit","Flat","418000","","33.93","Studio","21","P2-73","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","LAKESIDE"
"102-1613-2010","2007-10-11 00:00:00","10222437","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Jabal Ali Industrial Second","Unit","Flat","1764000","","95.03","2 B/R","12","P2-043","UAE Exchange Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","2","1","","SUBERBIA"
"102-1624-2010","2007-10-11 00:00:00","10222422","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Jabal Ali Industrial Second","Unit","Flat","1764000","","121.13","2 B/R","12","P2-038","UAE Exchange Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","2","1","","SUBERBIA"
"102-1632-2010","2007-07-26 00:00:00","270235","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","2357888","","80.36","1 B/R","26","","Marina Mall Metro Station","Marina Mall","Burj Al Arab","1","1","","DUBAI MARINA MALL"
"102-1636-2010","2007-09-20 00:00:00","16221503","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Me'Aisem First","Unit","Flat","418000","","33.93","Studio","21","P2-175","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","LAKESIDE"
"102-1638-2010","2007-09-20 00:00:00","16229462","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Me'Aisem First","Unit","Flat","416000","","33.93","Studio","20","P1-250","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","LAKESIDE"
"102-1640-2010","2007-10-11 00:00:00","10222419","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Jabal Ali Industrial Second","Unit","Flat","1764000","","150.04","3 B/R","12","P2-037","UAE Exchange Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","2","1","","SUBERBIA"
"102-1646-2010","2007-09-20 00:00:00","16221533","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Me'Aisem First","Unit","Flat","420000","","34.31","Studio","22","P2-185","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","LAKESIDE"
"102-1653-2010","2007-10-22 00:00:00","18017423","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Business Bay","Unit","Office","1109262.96","","27.31","Office","6","B3-72","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","TAMANI ARTS OFFICES"
"102-1657-2010","2007-09-20 00:00:00","16221539","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Me'Aisem First","Unit","Flat","420000","","34.31","Studio","22","P2-187","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","LAKESIDE"
"102-1661-2010","2007-09-20 00:00:00","16221461","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Me'Aisem First","Unit","Flat","418000","","34.31","Studio","21","P2-74","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","LAKESIDE"
"102-1681-2010","2007-06-11 00:00:00","5293050","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","960000","","77.28","1 B/R","20","B2-162","Jumeirah Lakes Towers","Marina Mall","Burj Al Arab","2","1","","SILVERENE"
"102-1683-2010","2007-09-20 00:00:00","16221497","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Me'Aisem First","Unit","Flat","418000","","33.93","Studio","21","P2-173","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","LAKESIDE"
"102-1709-2010","2007-11-26 00:00:00","5537596","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","824651","","41.48","Studio","2","B5-13","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","1","1","","BAY CENTRAL WEST & CENTRAL TOWERS"
"102-1727-2010","2007-08-11 00:00:00","234741","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","1896000","","201.41","3 B/R","16","197, 198","Dubai Marina","Marina Mall","Burj Al Arab","1","1","","MARINASCAPE"
"102-1738-2010","2007-09-20 00:00:00","16221536","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Me'Aisem First","Unit","Flat","420000","","33.93","Studio","22","P2-186","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","LAKESIDE"
"102-1744-2010","2007-08-08 00:00:00","5288785","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","765000","","77.25","1 B/R","7","B3-35","Jumeirah Lakes Towers","Marina Mall","Burj Al Arab","1","1","","SILVERENE"
"102-1764-2007","2007-06-05 00:00:00","296717","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Business Bay","Unit","Office","390000","","88.52","Office","24","P2-28","Business Bay Metro Station","Dubai Mall","Downtown Dubai","1","1","","SILVER TOWER"
"102-1764-2010","2007-06-05 00:00:00","16229204","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Me'Aisem First","Unit","Flat","390000","","33.93","Studio","16","G-37","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","LAKESIDE"
"102-1775-2010","2007-10-11 00:00:00","10222440","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Jabal Ali Industrial Second","Unit","Flat","1764000","","68.83","1 B/R","12","P2-044","UAE Exchange Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","2","1","","SUBERBIA"
"102-1776-2010","2007-09-20 00:00:00","16221467","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Me'Aisem First","Unit","Flat","418000","","34.31","Studio","21","P2-76","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","LAKESIDE"
"102-1802-2010","2007-09-20 00:00:00","16221500","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Me'Aisem First","Unit","Flat","418000","","34.31","Studio","21","P2-174","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","LAKESIDE"
"102-1835-2010","2007-10-11 00:00:00","10222434","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Jabal Ali Industrial Second","Unit","Flat","1764000","","94.87","1 B/R","12","P2-042","UAE Exchange Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","2","1","","SUBERBIA"
"102-1838-2010","2007-12-24 00:00:00","5364992","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Warsan First","Unit","Flat","394700","","43.56","Studio","1","","Rashidiya Metro Station","City Centre Mirdif","","1","1","","INTERNATIONAL CITY EMARATI"
"102-1849-2010","2007-10-11 00:00:00","10222443","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Jabal Ali Industrial Second","Unit","Flat","1764000","","74.4","1 B/R","12","P2-045","UAE Exchange Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","2","1","","SUBERBIA"
"102-1856-2010","2007-12-06 00:00:00","5407850","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","1408778","","150.22","2 B/R","20","B1-67","Mina Seyahi","Marina Mall","Burj Al Arab","1","1","","23 MARINA"
"102-1857-2010","2007-04-12 00:00:00","5291266","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","846000","","77.28","1 B/R","15","B2-155","Jumeirah Lakes Towers","Marina Mall","Burj Al Arab","2","1","","SILVERENE"
"102-1873-2010","2007-09-20 00:00:00","16221476","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Me'Aisem First","Unit","Flat","418000","","33.68","Studio","21","P2-79","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","LAKESIDE"
"102-1890-2010","2007-09-02 00:00:00","17527901","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Jadaf","Unit","Flat","2599000","","130.89","2 B/R","3","B3-284","Al Jadaf Metro Station","City Centre Mirdif","Dubai International Airport","1","1","","D1"
"102-1896-2010","2007-12-24 00:00:00","5365067","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Warsan First","Unit","Flat","399600","","43.56","Studio","3","","Rashidiya Metro Station","City Centre Mirdif","","1","1","","INTERNATIONAL CITY EMARATI"
"102-1904-2010","2007-09-20 00:00:00","16221464","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Me'Aisem First","Unit","Flat","418000","","33.93","Studio","21","P2-75","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","LAKESIDE"
"102-1919-2010","2007-07-15 00:00:00","5407679","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","1494158","","150.22","2 B/R","10","B4-84","Mina Seyahi","Marina Mall","Burj Al Arab","1","1","","23 MARINA"
"102-1922-2010","2007-10-11 00:00:00","10222425","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Jabal Ali Industrial Second","Unit","Flat","1764000","","63.94","1 B/R","12","P2-039","UAE Exchange Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","2","1","","SUBERBIA"
"102-1958-2010","2007-09-20 00:00:00","16221494","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Me'Aisem First","Unit","Flat","418000","","34.31","Studio","21","P2-172","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","LAKESIDE"
"102-1971-2010","2007-09-20 00:00:00","16221485","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Me'Aisem First","Unit","Flat","418000","","33.68","Studio","21","P2-169","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","LAKESIDE"
"102-1977-2010","2007-06-05 00:00:00","16229168","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Me'Aisem First","Unit","Flat","390000","","34.31","Studio","16","B1-369","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","LAKESIDE"
"102-1998-2010","2007-05-03 00:00:00","5290753","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","873000","","74.66","1 B/R","3","B2-51","Jumeirah Lakes Towers","Marina Mall","Burj Al Arab","1","1","","SILVERENE"
"102-2011-2010","2007-02-10 00:00:00","271123","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","1598738.26","","165.28","2 B/R","41","2P56","Marina Towers","Marina Mall","Burj Al Arab","1","1","","MAG218"
"102-2031-2010","2007-09-20 00:00:00","16221542","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Me'Aisem First","Unit","Flat","420000","","33.68","Studio","22","P2-188","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","LAKESIDE"
"102-2039-2010","2007-07-02 00:00:00","5408189","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","2776347","","276.82","3 B/R","45","P1-15,24","Mina Seyahi","Marina Mall","Burj Al Arab","1","1","","23 MARINA"
"102-2049-2010","2007-12-25 00:00:00","5363885","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Warsan First","Unit","Flat","403300","","43.5","Studio","1","","Rashidiya Metro Station","City Centre Mirdif","","1","1","","INTERNATIONAL CITY EMARATI"
"102-2060-2010","2007-09-20 00:00:00","16221455","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Me'Aisem First","Unit","Flat","418000","","34.75","Studio","21","P2-72","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","LAKESIDE"
"102-2069-2010","2007-09-20 00:00:00","16221488","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Me'Aisem First","Unit","Flat","418000","","34.31","Studio","21","P2-170","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","LAKESIDE"
"102-2070-2010","2007-10-17 00:00:00","5289031","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","888000","","55.31","1 B/R","15","B2-142","Jumeirah Lakes Towers","Marina Mall","Burj Al Arab","2","1","","SILVERENE"
"102-2079-2010","2007-12-24 00:00:00","5365121","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Warsan First","Unit","Flat","402100","","42.5","Studio","4","","Rashidiya Metro Station","City Centre Mirdif","","1","1","","INTERNATIONAL CITY EMARATI"
"102-2095-2010","2007-10-01 00:00:00","13704555","Sales","Sell - Pre registration","Off-Plan","Non Free Hold","Residential","Nadd Hessa","Unit","Flat","768500","","73.58","1 B/R","11","B2-48","","","IMG World Adventures","1","1","","SILICON GATE 1"
"102-2113-2010","2007-10-11 00:00:00","10222446","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Jabal Ali Industrial Second","Unit","Flat","1764000","","67.79","1 B/R","12","P2-047","UAE Exchange Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","2","1","","SUBERBIA"
"102-2117-2010","2007-06-05 00:00:00","16229171","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Me'Aisem First","Unit","Flat","390000","","33.93","Studio","16","B1-370","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","LAKESIDE"
"102-2153-2010","2007-08-28 00:00:00","267338","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","3024000","","229.66","PENTHOUSE","2","B3-142,143","Dubai Marina","Marina Mall","Burj Al Arab","1","1","","BAYSIDE RESIDENCE"
"102-2164-2010","2007-04-12 00:00:00","5291278","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","1314000","","99.14","2 B/R","15","P1-24","Jumeirah Lakes Towers","Marina Mall","Burj Al Arab","2","1","","SILVERENE"
"102-2172-2010","2007-06-21 00:00:00","276381","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","1010888","","86.59","1 B/R","UG","P2-2165","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","1","1","","PARK ISLANDS"
"102-2176-2010","2007-06-11 00:00:00","5293047","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","660000","","50.34","Studio","20","B3-190","Jumeirah Lakes Towers","Marina Mall","Burj Al Arab","2","1","","SILVERENE"
"102-2186-2010","2007-04-24 00:00:00","4280279","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Burj Khalifa","Unit","Flat","1405888","","60.07","Studio","34","L8-8054","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","1","1","","THE DUBAI MALL"
"102-2195-2010","2007-09-11 00:00:00","275248","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Thanyah Third","Unit","Flat","1056888","","70.23","1 B/R","3","1","Nakheel Metro Station","Marina Mall","Burj Al Arab","1","1","","TANARO"
"102-2198-2010","2007-09-20 00:00:00","16221470","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Me'Aisem First","Unit","Flat","418000","","33.93","Studio","21","P2-77","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","LAKESIDE"
"102-2223-2010","2007-10-11 00:00:00","10222431","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Jabal Ali Industrial Second","Unit","Flat","1764000","","58.97","1 B/R","12","P2-041","UAE Exchange Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","2","1","","SUBERBIA"
"102-2238-2010","2007-05-03 00:00:00","5290789","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","873000","","76.98","1 B/R","4","B3-41","Jumeirah Lakes Towers","Marina Mall","Burj Al Arab","1","1","","SILVERENE"
"102-2243-2010","2007-04-22 00:00:00","5289097","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","1431000","","98.69","2 B/R","18","B3-222","Jumeirah Lakes Towers","Marina Mall","Burj Al Arab","1","1","","SILVERENE"
"102-2257-2010","2007-12-09 00:00:00","312220","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Business Bay","Unit","Flat","1330296","","117.99","2 B/R","48","G-142","Business Bay Metro Station","Dubai Mall","Downtown Dubai","1","1","","CHURCHILL TOWER"
"102-2282-2010","2007-09-20 00:00:00","16221527","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Me'Aisem First","Unit","Flat","420000","","34.31","Studio","22","P2-183","Damac Properties","Marina Mall","Sports City Swimming Academy","1","1","","LAKESIDE"
"102-2724-2010","2007-06-11 00:00:00","16220249","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Me'Aisem First","Unit","Flat","326700","","33.93","Studio","2","B3-88","Damac Properties","Marina Mall","Sports City Swimming Academy","2","1","","LAKESIDE"
"102-48432-2008","2007-07-07 00:00:00","17815001","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Fourth","Unit","Flat","863976","","104.02","2 B/R","17","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","LIME LIGHT TWIN TOWERS"
"102-6181-2009","2007-09-12 00:00:00","16469436","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Thanyah Fifth","Unit","Hotel Apartment","540000","","33.74","Studio","4","(EU)","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","1","1","","LAGUNA TOWER"
"102-6182-2009","2007-02-18 00:00:00","16895455","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Palm Jumeirah","Unit","Flat","1900000","","167.43","2 B/R","6","Building 8- B3-51","Palm Jumeirah","Marina Mall","Burj Al Arab","1","1","","GOLDEN MILE"
"102-6194-2009","2007-07-15 00:00:00","13705473","Sales","Sell - Pre registration","Off-Plan","Non Free Hold","Residential","Nadd Hessa","Unit","Flat","653000","","68.98","1 B/R","20","B1-150","","","IMG World Adventures","1","1","","SILICON GATE 1"
"102-6198-2009","2007-07-08 00:00:00","4187715","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Thanyah Fifth","Unit","Office","1310770","","133.45","Office","1","B2-37","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","1","1","","BUSINESS AVENUE BB2"
"102-6204-2009","2007-08-15 00:00:00","16461564","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Thanyah Fifth","Unit","Flat","541500","","58.5","Studio","11","DMCC-0093","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","1","1","","LAGUNA TOWER"
"102-6209-2009","2007-04-01 00:00:00","5291122","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","774000","","55.94","1 B/R","12","B2-45","Jumeirah Lakes Towers","Marina Mall","Burj Al Arab","1","1","","SILVERENE"
"102-6230-2009","2007-01-01 00:00:00","234792","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","1419000","","174.1","2 B/R","28","313","Dubai Marina","Marina Mall","Burj Al Arab","1","1","","MARINASCAPE"
"102-6263-2009","2007-08-07 00:00:00","17424748","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Business Bay","Unit","Office","1998838","","58.99","Office","15","B1-024","Business Bay Metro Station","Dubai Mall","Downtown Dubai","1","1","","PARK LANE TOWER"
"102-6269-2009","2007-03-14 00:00:00","5290915","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","972000","","77.33","1 B/R","7","B3-75","Jumeirah Lakes Towers","Marina Mall","Burj Al Arab","1","1","","SILVERENE"
"102-6273-2009","2007-11-17 00:00:00","321174","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Thanyah Fifth","Unit","Office","1218146","","110.96","Office","37","B3-62","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","2","1","","BUSINESS AVENUE AA1"
"102-6289-2009","2007-06-27 00:00:00","6118238","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","2729000","","197.7","3 B/R","37","B4-250,B4-251","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","1","1","","TRIDENT GRAND"
"102-6291-2009","2007-12-30 00:00:00","17643630","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Fourth","Unit","Flat","729948","","64.1","1 B/R","5","B1-85","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","ROYALE RESIDENCE2"
"102-6292-2009","2007-11-29 00:00:00","10253303","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","1215600","","81.29","1 B/R","29","B2-252","Marina Towers","Marina Mall","Burj Al Arab","2","1","","CAYAN TOWER"
"102-6304-2009","2007-05-20 00:00:00","17992888","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Palm Jumeirah","Unit","Flat","3910000","","191.04","2 B/R","9","B-223","Mina Seyahi","Marina Mall","Burj Al Arab","1","1","","BALQIS RESIDENCE"
"102-6305-2009","2007-06-11 00:00:00","5293038","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","660000","","49.79","Studio","20","B3-188","Jumeirah Lakes Towers","Marina Mall","Burj Al Arab","1","1","","SILVERENE"
"102-6312-2009","2007-03-13 00:00:00","5291032","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","990000","","77.34","1 B/R","10","B1-19","Jumeirah Lakes Towers","Marina Mall","Burj Al Arab","2","1","","SILVERENE"
"102-6316-2009","2007-07-08 00:00:00","4187712","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Thanyah Fifth","Unit","Office","1170480","","103.9","Office","1","B2-36","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","1","1","","BUSINESS AVENUE BB2"
"102-6326-2009","2007-03-21 00:00:00","16896796","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Palm Jumeirah","Unit","Flat","1690000","","121.39","1 B/R","5","Building 10- B3-105","Palm Jumeirah","Marina Mall","Burj Al Arab","2","1","","GOLDEN MILE"
"102-6334-2009","2007-06-25 00:00:00","310620","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Palm Jumeirah","Unit","Flat","4615800","","183.3","2 B/R","2","B-67","Mina Seyahi","Marina Mall","Burj Al Arab","1","1","","EMERALD PALACE KEMPINSKI"
"102-6345-2009","2007-04-07 00:00:00","13719794","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Palm Jumeirah","Unit","Flat","1450000","","167.19","2 B/R","6","Building 2-B3-83","Palm Jumeirah","Marina Mall","Burj Al Arab","1","1","","GOLDEN MILE"
"102-6354-2009","2007-04-28 00:00:00","5288848","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","648000","","56.62","1 B/R","9","B3-218","Jumeirah Lakes Towers","Marina Mall","Burj Al Arab","2","1","","SILVERENE"
"102-6360-2009","2007-01-02 00:00:00","13719395","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Palm Jumeirah","Unit","Flat","1200000","","167.14","2 B/R","2","Building 1-B3-59","Palm Jumeirah","Marina Mall","Burj Al Arab","1","1","","GOLDEN MILE"
"102-6364-2009","2007-11-17 00:00:00","321180","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Thanyah Fifth","Unit","Office","1727672","","157.14","Office","37","B3-64","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","2","1","","BUSINESS AVENUE AA1"
"102-6372-2009","2007-09-12 00:00:00","8347736","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Barsha South Fourth","Building","Villa","2082024","","134.97","4 B/R","","","Dubai Internet City","Marina Mall","Sports City Swimming Academy","1","1","","SEASONS COMMUNITY- AUTUMN"
"102-6378-2009","2007-11-21 00:00:00","5534255","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Marsa Dubai","Unit","Flat","1189119","","65.78","1 B/R","6","B5-60","Jumeirah Beach Resdency","Marina Mall","Burj Al Arab","1","1","","BAY CENTRAL WEST & CENTRAL TOWERS"
