Transaction Number,Transaction Date,Property ID,Transaction Type,Transaction sub type,Registration type,Is Free Hold?,Usage,Area,Property Type,Property Sub Type,Amount,Transaction Size (sq.m),Property Size (sq.m),Room(s),Floor,Parking,Nearest Metro,Nearest Mall,Nearest Landmark,No. of Buyer,No. of Seller,Master Project,Project
"11-1007-2003","2003-07-08 00:00:00","62032","Sales","Sale","Ready","Non Free Hold","Commercial","Al Mararr","Land","Commercial","535000","100.34","100.34","","","","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","1","1","",""
"11-1008-2003","2003-07-08 00:00:00","84963","Sales","Sale","Ready","Non Free Hold","Residential","Al Manara","Land","Residential","1700000","1393.55","1435.07","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1009-2003","2003-07-08 00:00:00","7820","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","550000","232.26","232.26","","","","Emirates Towers Metro Station","Dubai Mall","Burj Khalifa","1","2","",""
"11-101-2003","2003-01-19 00:00:00","59342","Sales","Sale","Ready","Non Free Hold","Residential","Abu Hail","Land","Residential","385000","148.64","148.64","","","","Abu Baker Al Siddique Metro Station","","Dubai International Airport","1","1","",""
"11-1010-2003","2003-07-08 00:00:00","2005","Sales","Sale","Ready","Non Free Hold","Residential","Mankhool","Land","","2500000","896.61","6567.41","","","","ADCB Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1011-2003","2003-07-09 00:00:00","68974","Sales","Sale","Ready","Non Free Hold","Residential","Al Jafliya","Land","Residential","1300000","929.03","929.03","","","","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1012-2003","2003-07-09 00:00:00","77700","Sales","Sale","Ready","Non Free Hold","Residential","Abu Hail","Land","Residential","300000","232.26","232.26","","","","Abu Hail Metro Station","","Dubai International Airport","1","5","",""
"11-1013-2003","2003-07-09 00:00:00","66985","Sales","Sale","Ready","Non Free Hold","Residential","Muhaisanah First","Land","Residential","800000","2121.81","2121.81","","","","","","","1","1","",""
"11-1014-2003","2003-07-09 00:00:00","84011","Sales","Sale","Ready","Non Free Hold","Commercial","Madinat Dubai Almelaheyah","Land","Commercial","38500000","2833.26","2833.26","","","","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1015-2003","2003-07-09 00:00:00","7161","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","485000","278.71","277.32","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1016-2003","2003-07-09 00:00:00","28676","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","2900000","924.57","924.57","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1017-2003","2003-07-09 00:00:00","74780","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim Second","Land","Residential","3000000","1858.06","5295.47","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","9","",""
"11-1018-2003","2003-07-09 00:00:00","3957","Sales","Sale","Ready","Non Free Hold","Commercial","Al Karama","Land","Commercial","1400000","211.35","211.35","","","","ADCB Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1019-2003","2003-07-12 00:00:00","61581","Sales","Sale","Ready","Non Free Hold","Commercial","Al Murqabat","Land","Commercial","3400000","549.99","1071.54","","","","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","1","2","",""
"11-102-2003","2003-01-20 00:00:00","28046","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","4200000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1020-2003","2003-07-12 00:00:00","9512","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","450000","231.89","232.26","","","","","","","1","1","",""
"11-1021-2003","2003-07-12 00:00:00","28036","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","3000000","929.03","929.03","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1022-2003","2003-07-12 00:00:00","70767","Sales","Sale","Ready","Non Free Hold","Residential","Al Jafliya","Land","Residential","1200000","593.19","593.19","","","","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1023-2003","2003-07-12 00:00:00","71122","Sales","Sale","Ready","Non Free Hold","Residential","Al Rashidiya","Land","Residential","350000","334.45","334.45","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1024-2003","2003-07-12 00:00:00","67476","Sales","Sale","Ready","Non Free Hold","Residential","Al Jafliya","Land","Residential","530000","315.87","315.87","","","","ADCB Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1025-2003","2003-07-12 00:00:00","74570","Sales","Sale","Ready","Non Free Hold","Residential","Abu Hail","Land","Residential","580000","232.26","232.26","","","","Abu Baker Al Siddique Metro Station","","Dubai International Airport","2","2","",""
"11-1026-2003","2003-07-12 00:00:00","38253","Sales","Sale","Ready","Non Free Hold","Commercial","Hor Al Anz","Land","Commercial","660000","232.26","232.26","","","","Abu Baker Al Siddique Metro Station","","Dubai International Airport","1","1","",""
"11-1027-2003","2003-07-12 00:00:00","73417","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Third","Land","Residential","735000","1393.55","1393.55","","","","Sharaf Dg Metro Station","Mall of the Emirates","Sports City Swimming Academy","1","1","",""
"11-1028-2003","2003-07-12 00:00:00","57102","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Third","Land","Residential","735000","1393.55","1393.55","","","","Sharaf Dg Metro Station","Mall of the Emirates","Sports City Swimming Academy","1","1","",""
"11-1029-2003","2003-07-13 00:00:00","61676","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim First","Land","Residential","930000","508.83","508.83","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-103-2003","2003-01-20 00:00:00","31696","Sales","Sale","Ready","Non Free Hold","Commercial","Al Murqabat","Land","Commercial","5150000","416.67","416.67","","","","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-1030-2003","2003-07-13 00:00:00","84944","Sales","Sale","Ready","Non Free Hold","Residential","Al Aweer Second","Land","Agricultural","1400000","45466.99","49340.99","","","","","","","1","1","",""
"11-1031-2003","2003-07-13 00:00:00","8543","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","500000","232.26","262.66","","","","","","","2","1","",""
"11-1032-2003","2003-07-13 00:00:00","30114","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","1275000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1033-2003","2003-07-13 00:00:00","269972","Sales","Sale","Ready","Free Hold","Commercial","Jabal Ali","Land","Commercial","6000000","3106.74","3106.74","","","","","","","1","1","",""
"11-1034-2003","2003-07-13 00:00:00","124746","Sales","Sale","Ready","Free Hold","Commercial","Jabal Ali","Land","Commercial","5000000","2700","2700","","","","","","","1","1","",""
"11-1035-2003","2003-07-13 00:00:00","269973","Sales","Sale","Ready","Free Hold","Commercial","Jabal Ali","Land","Commercial","5000000","2700","2700","","","","","","","1","1","",""
"11-1036-2003","2003-07-13 00:00:00","75049","Sales","Sale","Ready","Non Free Hold","Residential","Hor Al Anz","Land","Residential","460000","232.26","232.26","","","","Abu Baker Al Siddique Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1037-2003","2003-07-13 00:00:00","63681","Sales","Sale","Ready","Non Free Hold","Residential","Naif","Land","Residential","3594000","556.49","556.49","","","","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-1038-2003","2003-07-13 00:00:00","78285","Sales","Sale","Ready","Non Free Hold","Residential","Al Mararr","Land","Residential","1000000","149.11","149.11","","","","","","","1","10","",""
"11-1039-2003","2003-07-14 00:00:00","84983","Sales","Sale","Ready","Non Free Hold","Residential","Al-Aweer","Land","Agricultural","800000","29986.02","29986.02","","","","","","","1","1","",""
"11-104-2003","2003-01-20 00:00:00","55557","Sales","Sale","Ready","Non Free Hold","Commercial","Al Murqabat","Land","Commercial","12250000","726.13","726.13","","","","Union Metro Station","Dubai Mall","Dubai International Airport","1","2","",""
"11-1040-2003","2003-07-14 00:00:00","75610","Sales","Sale","Ready","Non Free Hold","Residential","Al Rashidiya","Land","Residential","440000","334.45","334.45","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1041-2003","2003-07-14 00:00:00","71647","Sales","Sale","Ready","Non Free Hold","Residential","Al Twar First","Land","Residential","1960740","3035.98","3035.98","","","","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1042-2003","2003-07-14 00:00:00","49491","Sales","Sale","Ready","Non Free Hold","Commercial","Al Baraha","Land","Commercial","200000","185.81","185.81","","","","Salah Al Din Metro Station","","Dubai International Airport","1","1","",""
"11-1043-2003","2003-07-14 00:00:00","68910","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","900000","1393.55","1393.55","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1044-2003","2003-07-14 00:00:00","31024","Sales","Sale","Ready","Non Free Hold","Commercial","Al Murqabat","Land","Commercial","3100000","751.59","751.59","","","","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-1045-2003","2003-07-14 00:00:00","78093","Sales","Sale","Ready","Non Free Hold","Commercial","Naif","Land","Commercial","900000","170.94","170.94","","","","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","1","8","",""
"11-1046-2003","2003-07-15 00:00:00","28988","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","608000","743.22","743.22","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1047-2003","2003-07-15 00:00:00","60448","Sales","Sale","Ready","Non Free Hold","Residential","Al Rashidiya","Land","Residential","410000","334.45","334.45","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1048-2003","2003-07-15 00:00:00","38270","Sales","Sale","Ready","Non Free Hold","Residential","Hor Al Anz","Land","Residential","580000","214.88","214.88","","","","Abu Baker Al Siddique Metro Station","Dubai Mall","Dubai International Airport","1","2","",""
"11-1049-2003","2003-07-15 00:00:00","62135","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","1900000","1393.55","1393.55","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-105-2003","2003-01-20 00:00:00","30998","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","1160000","924.57","924.57","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1050-2003","2003-07-15 00:00:00","75096","Sales","Sale","Ready","Non Free Hold","Residential","Al Waheda","Land","Residential","2200000","994.06","994.06","","","","Abu Hail Metro Station","","Dubai International Airport","1","1","",""
"11-1051-2003","2003-07-15 00:00:00","65452","Sales","Sale","Ready","Non Free Hold","Residential","Al Rashidiya","Land","Residential","1200000","1477.62","1477.62","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1052-2003","2003-07-15 00:00:00","4103","Sales","Sale","Ready","Non Free Hold","Commercial","Al Karama","Land","Commercial","1850000","325.16","656.55","","","","ADCB Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1053-2003","2003-07-15 00:00:00","80964","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","915000","1393.55","1393.55","","","","Sharaf Dg Metro Station","Mall of the Emirates","Sports City Swimming Academy","1","1","",""
"11-1054-2003","2003-07-16 00:00:00","16953","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","720000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1055-2003","2003-07-16 00:00:00","7615","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","700000","232.26","232.26","","","","","","","1","2","",""
"11-1056-2003","2003-07-16 00:00:00","85024","Sales","Sale","Ready","Non Free Hold","Commercial","Jumeirah First","Land","Commercial","3600000","743.22","743.22","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","2","",""
"11-1057-2003","2003-07-16 00:00:00","30164","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","966330","997.5","997.5","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1058-2003","2003-07-16 00:00:00","69756","Sales","Sale","Ready","Non Free Hold","Residential","Abu Hail","Land","Residential","455000","232.26","232.26","","","","Abu Baker Al Siddique Metro Station","","Dubai International Airport","1","1","",""
"11-1059-2003","2003-07-16 00:00:00","17059","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","660000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-106-2003","2003-01-21 00:00:00","48885","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim Second","Land","Residential","1450000","490.53","490.53","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1060-2003","2003-07-16 00:00:00","17055","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","660000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1061-2003","2003-07-16 00:00:00","69419","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Third","Land","Residential","855000","1393.55","1393.55","","","","Sharaf Dg Metro Station","Mall of the Emirates","Sports City Swimming Academy","1","1","",""
"11-1062-2003","2003-07-16 00:00:00","47693","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","825000","1393.55","1393.55","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1063-2003","2003-07-16 00:00:00","40366","Sales","Sale","Ready","Non Free Hold","Commercial","Abu Hail","Land","Commercial","410000","222.97","222.97","","","","Abu Baker Al Siddique Metro Station","","Dubai International Airport","1","1","",""
"11-1064-2003","2003-07-16 00:00:00","75797","Sales","Sale","Ready","Non Free Hold","Residential","Al Mararr","Land","Residential","3900000","489.6","592.26","","","","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","1","13","",""
"11-1065-2003","2003-07-16 00:00:00","4075","Sales","Sale","Ready","Non Free Hold","Commercial","Al Karama","Land","Commercial","22000000","1858.06","1858.06","","","","Burjuman Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-1066-2003","2003-07-16 00:00:00","64354","Sales","Sale","Ready","Non Free Hold","Commercial","Al Muteena","Land","Commercial","380000","135.55","135.55","","","","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-1067-2003","2003-07-19 00:00:00","73603","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","825000","1393.55","1393.55","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1068-2003","2003-07-19 00:00:00","2051","Sales","Sale","Ready","Non Free Hold","Residential","Mankhool","Land","Residential","1300000","1001.03","1001.03","","","","ADCB Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1069-2003","2003-07-19 00:00:00","84920","Sales","Sale","Ready","Non Free Hold","Residential","Al Goze First","Land","Shop","500000","929.03","929.03","","","","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","1","7","",""
"11-107-2003","2003-01-21 00:00:00","69104","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","780000","1393.55","1393.55","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","2","",""
"11-1070-2003","2003-07-19 00:00:00","65109","Sales","Sale","Ready","Non Free Hold","Commercial","Al Karama","Land","Commercial","17500000","1042.74","1042.74","","","","ADCB Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1071-2003","2003-07-19 00:00:00","61762","Sales","Sale","Ready","Non Free Hold","Commercial","Al Qusais First","Land","Commercial","3500000","1486.45","1486.45","","","","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1072-2003","2003-07-19 00:00:00","85026","Sales","Sale","Ready","Free Hold","Commercial","Um Hurair Second","Land","Commercial","8676150","2302.96","2450.14","","","","Healthcare City Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-1073-2003","2003-07-19 00:00:00","85042","Sales","Sale","Ready","Non Free Hold","Residential","Mankhool","Land","","68850000","2616.15","2616.15","","","","Al Fahidi Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1074-2003","2003-07-19 00:00:00","7436","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","780000","231.7","231.7","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","9","",""
"11-1075-2003","2003-07-19 00:00:00","28612","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","2750000","929.03","929.03","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1076-2003","2003-07-19 00:00:00","72396","Sales","Sale","Ready","Non Free Hold","Residential","Al Twar Third","Land","Residential","825000","1393.55","1393.55","","","","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1077-2003","2003-07-19 00:00:00","84959","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","500000","223.8","223.8","","","","","","","1","1","",""
"11-1078-2003","2003-07-20 00:00:00","28908","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","2800000","929.03","929.03","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","6","1","",""
"11-1079-2003","2003-07-20 00:00:00","52949","Sales","Sale","Ready","Non Free Hold","Residential","Al Goze First","Land","Residential","500000","929.03","929.03","","","","Business Bay Metro Station","Dubai Mall","Downtown Dubai","1","1","",""
"11-108-2003","2003-01-21 00:00:00","70142","Sales","Sale","Ready","Non Free Hold","Residential","Al Manara","Land","Residential","1178000","1152.28","1152.28","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","2","1","",""
"11-1080-2003","2003-07-20 00:00:00","60444","Sales","Sale","Ready","Non Free Hold","Commercial","Mankhool","Land","Commercial","28000000","1378.4","1378.4","","","","Burjuman Metro Station","Dubai Mall","Dubai International Airport","1","1","",""
"11-1081-2003","2003-07-20 00:00:00","84819","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Third","Land","Residential","765000","1393.55","1393.55","","","","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","1","4","",""
"11-1082-2003","2003-07-20 00:00:00","73300","Sales","Sale","Ready","Non Free Hold","Commercial","Naif","Land","Commercial","350000","188.13","188.13","","","","","","","1","4","",""
"11-1083-2003","2003-07-20 00:00:00","49158","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Third","Land","Residential","720000","1393.55","1393.55","","","","Dubai Internet City","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1084-2003","2003-07-20 00:00:00","7657","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","600000","232.26","232.26","","","","","","","1","1","",""
"11-1085-2003","2003-07-20 00:00:00","65879","Sales","Sale","Ready","Non Free Hold","Residential","Al Qusais Second","Land","Residential","569520","1322.75","1322.75","","","","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1086-2003","2003-07-20 00:00:00","83603","Sales","Sale","Ready","Non Free Hold","Residential","Al Warqa Third","Land","Residential","588120","1400.98","1400.98","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1087-2003","2003-07-20 00:00:00","31166","Sales","Sale","Ready","Non Free Hold","Commercial","Al Murqabat","Land","Commercial","530000","185.81","185.81","","","","","","","1","3","",""
"11-1088-2003","2003-07-20 00:00:00","65867","Sales","Sale","Ready","Non Free Hold","Residential","Al Barsha Second","Land","Residential","750000","1393.55","1393.55","","","","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1089-2003","2003-07-20 00:00:00","81111","Sales","Sale","Ready","Free Hold","Commercial","Al Safouh Second","Land","Commercial","24000000","5948.65","5948.65","","","","Dubai Internet City","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-109-2003","2003-01-22 00:00:00","71532","Sales","Sale","Ready","Non Free Hold","Residential","Al Twar First","Land","Residential","640000","929.03","929.03","","","","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1090-2003","2003-07-21 00:00:00","8690","Sales","Sale","Ready","Non Free Hold","Residential","Al Satwa","Land","Residential","4000000","244.52","244.52","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1091-2003","2003-07-21 00:00:00","85053","Sales","Sale","Ready","Non Free Hold","Commercial","Al Raffa","Land","Commercial","6975000","1440","1440","","","","Al Fahidi Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1092-2003","2003-07-21 00:00:00","85055","Sales","Sale","Ready","Non Free Hold","Commercial","Al Goze Industrial First","Land","Industrial","20000000","3887.06","3887.06","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
"11-1093-2003","2003-07-21 00:00:00","70686","Sales","Sale","Ready","Non Free Hold","Residential","Mankhool","Land","","6336000","3678.96","3678.96","","","","ADCB Metro Station","Dubai Mall","Burj Khalifa","1","1","",""
"11-1094-2003","2003-07-21 00:00:00","29881","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","1050000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1095-2003","2003-07-21 00:00:00","57795","Sales","Sale","Ready","Non Free Hold","Residential","Um Suqaim Second","Land","Residential","1000000","1017.19","1017.19","","","","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","2","",""
"11-1096-2003","2003-07-22 00:00:00","35722","Sales","Sale","Ready","Non Free Hold","Commercial","Al Dhagaya","Land","Commercial","4400000","216.28","216.28","","","","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","1","10","",""
"11-1097-2003","2003-07-22 00:00:00","70889","Sales","Sale","Ready","Non Free Hold","Commercial","Al Mararr","Land","Commercial","1300000","219.53","368.64","","","","","","","1","8","",""
"11-1098-2003","2003-07-22 00:00:00","26634","Sales","Sale","Ready","Non Free Hold","Commercial","Eyal Nasser","Land","Commercial","1450000","140.93","535.59","","","","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","1","1","",""
"11-1099-2003","2003-07-22 00:00:00","37982","Sales","Sale","Ready","Non Free Hold","Commercial","Hor Al Anz","Land","Commercial","470000","209.03","209.03","","","","Abu Baker Al Siddique Metro Station","","Dubai International Airport","1","1","",""
"11-11-2003","2003-01-05 00:00:00","28876","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","788960","916.21","916.21","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-110-2003","2003-01-22 00:00:00","69007","Sales","Sale","Ready","Non Free Hold","Residential","Hor Al Anz","Land","Residential","450000","236.35","236.35","","","","Abu Hail Metro Station","","Dubai International Airport","2","1","",""
"11-1100-2003","2003-07-22 00:00:00","48257","Sales","Sale","Ready","Non Free Hold","Residential","Al Dhagaya","Land","Residential","3800000","221.57","221.57","","","","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","1","1","",""
"11-1101-2003","2003-07-22 00:00:00","79528","Sales","Sale","Ready","Non Free Hold","Residential","Jumeirah First","Land","Residential","3460000","1858.06","1870.79","","","","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","1","9","",""
"11-1102-2003","2003-07-23 00:00:00","1966","Sales","Sale","Ready","Non Free Hold","Residential","Mankhool","Land","","2500000","1858.06","1858.06","","","","ADCB Metro Station","Dubai Mall","Burj Khalifa","2","1","",""
"11-1103-2003","2003-07-23 00:00:00","29532","Sales","Sale","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","600000","1393.55","1393.55","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1104-2003","2003-07-23 00:00:00","29313","Sales","Sale","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","800000","929.03","929.03","","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"11-1105-2003","2003-07-23 00:00:00","85075","Sales","Sale","Ready","Non Free Hold","Commercial","Eyal Nasser","Land","Commercial","2150000","171.22","171.22","","","","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","1","1","",""
"11-1106-2003","2003-07-23 00:00:00","49798","Sales","Sale","Ready","Non Free Hold","Residential","Um Al Sheif","Land","Residential","2000000","1444.64","1444.64","","","","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","",""
